angle_1,angle_1_t,angle_2,angle_2_t
-0.82619,-0.793723,1.88756,1.89653
-0.8265,-0.793897,1.88756,1.89639
-0.82681,-0.79413,1.88756,1.89633
-0.82711,-0.79442,1.88756,1.8963
-0.82742,-0.79474,1.88756,1.89627
-0.82773,-0.79506,1.88756,1.89627
-0.82804,-0.79538,1.88756,1.89621
-0.82834,-0.7957,1.88756,1.89618
-0.82865,-0.795903,1.88756,1.89604
-0.82896,-0.796165,1.88756,1.89592
-0.82927,-0.796427,1.88756,1.8958
-0.82957,-0.796804,1.88756,1.89577
-0.82988,-0.797153,1.88756,1.89572
-0.83019,-0.797502,1.88756,1.89569
-0.8305,-0.797793,1.88756,1.89557
-0.8308,-0.798084,1.88756,1.89548
-0.83111,-0.798345,1.88756,1.89537
-0.83142,-0.798782,1.88756,1.89537
-0.83173,-0.799247,1.88755,1.89554
-0.83203,-0.799654,1.88755,1.8956
-0.83234,-0.80009,1.88755,1.89577
-0.83265,-0.800381,1.88755,1.8958
-0.83295,-0.800671,1.88755,1.89583
-0.83326,-0.801049,1.88755,1.89595
-0.83357,-0.801398,1.88754,1.89604
-0.83387,-0.801747,1.88754,1.89612
-0.83418,-0.802212,1.88754,1.89636
-0.83449,-0.802532,1.88754,1.89641
-0.83479,-0.802881,1.88753,1.89656
-0.8351,-0.803172,1.88753,1.89662
-0.83541,-0.803462,1.88753,1.89668
-0.83571,-0.803811,1.88752,1.89679
-0.83602,-0.804247,1.88752,1.89697
-0.83633,-0.804625,1.88752,1.89708
-0.83663,-0.805032,1.88751,1.89723
-0.83694,-0.805469,1.88751,1.8974
-0.83724,-0.805759,1.88751,1.89746
-0.83755,-0.806079,1.8875,1.89752
-0.83786,-0.806399,1.8875,1.89758
-0.83816,-0.806719,1.88749,1.89764
-0.83847,-0.807097,1.88749,1.89778
-0.83877,-0.807533,1.88748,1.89796
-0.83908,-0.807882,1.88748,1.89807
-0.83939,-0.808202,1.88748,1.8981
-0.83969,-0.808492,1.88747,1.89819
-0.84,-0.808754,1.88746,1.89819
-0.8403,-0.809016,1.88746,1.89816
-0.84061,-0.809394,1.88745,1.89828
-0.84091,-0.809801,1.88745,1.89839
-0.84122,-0.810179,1.88744,1.89845
-0.84152,-0.810586,1.88744,1.89851
-0.84183,-0.810847,1.88743,1.89848
-0.84214,-0.811109,1.88743,1.89845
-0.84244,-0.8114,1.88742,1.89842
-0.84275,-0.811719,1.88741,1.89842
-0.84305,-0.812127,1.88741,1.89851
-0.84336,-0.812504,1.8874,1.89857
-0.84366,-0.812824,1.88739,1.89857
-0.84397,-0.813086,1.88739,1.89851
-0.84427,-0.813348,1.88738,1.89842
-0.84458,-0.81358,1.88737,1.8983
-0.84488,-0.813871,1.88736,1.89825
-0.84519,-0.814191,1.88736,1.89822
-0.84549,-0.81454,1.88735,1.89825
-0.84579,-0.814859,1.88734,1.89819
-0.8461,-0.81515,1.88733,1.89813
-0.8464,-0.815412,1.88733,1.89804
-0.84671,-0.815674,1.88732,1.89793
-0.84701,-0.815964,1.88731,1.89784
-0.84732,-0.816313,1.8873,1.89781
-0.84762,-0.816633,1.88729,1.89775
-0.84793,-0.816953,1.88728,1.89766
-0.84823,-0.817244,1.88727,1.89755
-0.84853,-0.817534,1.88726,1.89743
-0.84884,-0.817825,1.88726,1.89734
-0.84914,-0.818116,1.88725,1.8972
-0.84945,-0.818436,1.88724,1.89711
-0.84975,-0.818755,1.88723,1.897
-0.85005,-0.819075,1.88722,1.89688
-0.85036,-0.819395,1.88721,1.89673
-0.85066,-0.819715,1.8872,1.89662
-0.85097,-0.820006,1.88719,1.89633
-0.85127,-0.820471,1.88718,1.89615
-0.85157,-0.820791,1.88717,1.89598
-0.85188,-0.821139,1.88716,1.89575
-0.85218,-0.821459,1.88715,1.89557
-0.85248,-0.821808,1.88713,1.89543
-0.85279,-0.822128,1.88712,1.89528
-0.85309,-0.822448,1.88711,1.89514
-0.85339,-0.822826,1.8871,1.89505
-0.8537,-0.823146,1.88709,1.89487
-0.854,-0.823553,1.88708,1.89487
-0.8543,-0.823902,1.88707,1.89473
-0.8546,-0.824279,1.88705,1.8947
-0.85491,-0.824657,1.88704,1.8947
-0.85521,-0.825094,1.88703,1.89467
-0.85551,-0.825501,1.88702,1.8947
-0.85582,-0.825908,1.88701,1.8947
-0.85612,-0.826344,1.88699,1.89479
-0.85642,-0.826751,1.88698,1.89484
-0.85672,-0.827158,1.88697,1.89487
-0.85703,-0.827594,1.88695,1.89502
-0.85733,-0.827972,1.88694,1.89502
-0.85763,-0.828437,1.88693,1.89508
-0.85793,-0.828902,1.88691,1.89528
-0.85824,-0.82928,1.8869,1.89534
-0.85854,-0.829774,1.88689,1.89548
-0.85884,-0.830211,1.88687,1.89569
-0.85914,-0.830589,1.88686,1.89577
-0.85945,-0.830996,1.88685,1.89595
-0.85975,-0.831374,1.88683,1.89609
-0.86005,-0.831752,1.88682,1.89621
-0.86035,-0.8321,1.8868,1.89636
-0.86065,-0.832449,1.88679,1.8965
-0.86095,-0.832827,1.88677,1.89668
-0.86126,-0.833263,1.88676,1.89685
-0.86156,-0.833612,1.88674,1.89697
-0.86186,-0.833961,1.88673,1.89711
-0.86216,-0.83431,1.88671,1.8972
-0.86246,-0.83463,1.8867,1.89729
-0.86276,-0.834892,1.88668,1.89734
-0.86307,-0.835182,1.88667,1.8974
-0.86337,-0.835473,1.88665,1.89749
-0.86367,-0.835735,1.88663,1.89752
-0.86397,-0.836025,1.88662,1.89761
-0.86427,-0.836287,1.8866,1.89766
-0.86457,-0.836549,1.88658,1.89769
-0.86487,-0.83681,1.88657,1.89775
-0.86517,-0.837014,1.88655,1.89775
-0.86547,-0.837247,1.88653,1.89778
-0.86578,-0.837508,1.88652,1.89784
-0.86608,-0.837712,1.8865,1.89781
-0.86638,-0.838032,1.88648,1.89784
-0.86668,-0.838293,1.88646,1.89787
-0.86698,-0.838584,1.88645,1.89784
-0.86728,-0.838787,1.88643,1.89781
-0.86758,-0.83902,1.88641,1.89775
-0.86788,-0.839282,1.88639,1.89781
-0.86818,-0.839485,1.88638,1.89781
-0.86848,-0.839718,1.88636,1.89781
-0.86878,-0.839921,1.88634,1.89781
-0.86908,-0.840125,1.88632,1.89781
-0.86938,-0.840357,1.8863,1.89778
-0.86968,-0.84059,1.88628,1.89781
-0.86998,-0.840794,1.88626,1.89775
-0.87028,-0.841026,1.88624,1.89772
-0.87058,-0.841259,1.88622,1.89775
-0.87088,-0.841491,1.88621,1.89775
-0.87118,-0.841695,1.88619,1.89772
-0.87148,-0.841898,1.88617,1.89766
-0.87178,-0.842131,1.88615,1.89766
-0.87208,-0.842305,1.88613,1.89761
-0.87238,-0.842538,1.88611,1.89758
-0.87268,-0.842771,1.88609,1.89752
-0.87298,-0.843003,1.88607,1.89749
-0.87328,-0.843265,1.88604,1.89746
-0.87358,-0.843468,1.88602,1.89737
-0.87388,-0.843672,1.886,1.89732
-0.87418,-0.843875,1.88598,1.8972
-0.87448,-0.844137,1.88596,1.89714
-0.87477,-0.84437,1.88594,1.89705
-0.87507,-0.844602,1.88592,1.89697
-0.87537,-0.844835,1.8859,1.89685
-0.87567,-0.845126,1.88588,1.89679
-0.87597,-0.845387,1.88585,1.89665
-0.87627,-0.845649,1.88583,1.89653
-0.87657,-0.845911,1.88581,1.89636
-0.87687,-0.846143,1.88579,1.89618
-0.87716,-0.846405,1.88576,1.89598
-0.87746,-0.846725,1.88574,1.89586
-0.87776,-0.847044,1.88572,1.89569
-0.87806,-0.847364,1.8857,1.89554
-0.87836,-0.847684,1.88567,1.89537
-0.87866,-0.848004,1.88565,1.89519
-0.87895,-0.848295,1.88563,1.89505
-0.87925,-0.848585,1.8856,1.8949
-0.87955,-0.848876,1.88558,1.89479
-0.87985,-0.849225,1.88556,1.89476
-0.88015,-0.849632,1.88553,1.89482
-0.88044,-0.85001,1.88551,1.89484
-0.88074,-0.850446,1.88549,1.89496
-0.88104,-0.850795,1.88546,1.89499
-0.88134,-0.851115,1.88544,1.89499
-0.88164,-0.851435,1.88541,1.89496
-0.88193,-0.851813,1.88539,1.89499
-0.88223,-0.852191,1.88536,1.89502
-0.88253,-0.852598,1.88534,1.89505
-0.88283,-0.853063,1.88531,1.89516
-0.88312,-0.853499,1.88529,1.89519
-0.88342,-0.853906,1.88526,1.89525
-0.88372,-0.854284,1.88524,1.89531
-0.88401,-0.854604,1.88521,1.89528
-0.88431,-0.854953,1.88519,1.89528
-0.88461,-0.855331,1.88516,1.89534
-0.88491,-0.855738,1.88513,1.89543
-0.8852,-0.856116,1.88511,1.89548
-0.8855,-0.856523,1.88508,1.8956
-0.8858,-0.856901,1.88505,1.89569
-0.88609,-0.857249,1.88503,1.89577
-0.88639,-0.857569,1.885,1.89583
-0.88669,-0.857918,1.88497,1.89589
-0.88698,-0.858238,1.88495,1.89592
-0.88728,-0.858587,1.88492,1.89604
-0.88758,-0.858936,1.88489,1.89612
-0.88787,-0.859314,1.88487,1.89627
-0.88817,-0.859634,1.88484,1.8963
-0.88846,-0.859953,1.88481,1.89639
-0.88876,-0.860215,1.88478,1.89636
-0.88906,-0.860506,1.88475,1.89639
-0.88935,-0.860797,1.88473,1.89641
-0.88965,-0.861087,1.8847,1.89641
-0.88994,-0.861378,1.88467,1.89644
-0.89024,-0.861669,1.88464,1.89647
-0.89054,-0.861959,1.88461,1.89647
-0.89083,-0.862221,1.88458,1.89647
-0.89113,-0.862483,1.88455,1.89647
-0.89142,-0.862774,1.88453,1.8965
-0.89172,-0.863035,1.8845,1.8965
-0.89201,-0.863297,1.88447,1.89653
-0.89231,-0.863559,1.88444,1.89653
-0.8926,-0.863849,1.88441,1.89659
-0.8929,-0.864111,1.88438,1.89656
-0.8932,-0.864373,1.88435,1.89656
-0.89349,-0.864605,1.88432,1.89653
-0.89379,-0.864838,1.88429,1.89653
-0.89408,-0.865129,1.88426,1.89656
-0.89438,-0.86539,1.88423,1.89653
-0.89467,-0.865681,1.8842,1.89653
-0.89497,-0.865943,1.88417,1.89653
-0.89526,-0.866175,1.88413,1.89647
-0.89555,-0.866408,1.8841,1.89639
-0.89585,-0.866669,1.88407,1.89633
-0.89614,-0.86696,1.88404,1.8963
-0.89644,-0.86728,1.88401,1.8963
-0.89673,-0.867513,1.88398,1.89618
-0.89703,-0.867774,1.88395,1.89612
-0.89732,-0.868007,1.88391,1.89601
-0.89762,-0.868298,1.88388,1.89598
-0.89791,-0.868588,1.88385,1.89589
-0.8982,-0.868879,1.88382,1.89583
-0.8985,-0.869199,1.88379,1.89577
-0.89879,-0.869461,1.88375,1.89563
-0.89909,-0.86978,1.88372,1.89551
-0.89938,-0.8701,1.88369,1.89537
-0.89967,-0.870391,1.88365,1.89522
-0.89997,-0.870711,1.88362,1.89508
-0.90026,-0.871031,1.88359,1.89496
-0.90055,-0.87135,1.88355,1.89484
-0.90085,-0.87167,1.88352,1.8947
-0.90114,-0.871961,1.88349,1.8945
-0.90143,-0.872252,1.88345,1.89432
-0.90173,-0.872572,1.88342,1.8942
-0.90202,-0.87292,1.88338,1.89412
-0.90231,-0.873269,1.88335,1.89406
-0.90261,-0.873618,1.88332,1.89394
-0.9029,-0.873996,1.88328,1.89394
-0.90319,-0.874316,1.88325,1.89386
-0.90349,-0.874665,1.88321,1.8938
-0.90378,-0.875014,1.88318,1.89374
-0.90407,-0.875363,1.88314,1.89371
-0.90436,-0.875799,1.88311,1.89368
-0.90466,-0.876177,1.88307,1.89368
-0.90495,-0.876584,1.88304,1.89368
-0.90524,-0.876991,1.883,1.89371
-0.90553,-0.877398,1.88296,1.89368
-0.90583,-0.877834,1.88293,1.89374
-0.90612,-0.878241,1.88289,1.89374
-0.90641,-0.878619,1.88286,1.89377
-0.9067,-0.879026,1.88282,1.89383
-0.907,-0.879433,1.88278,1.89389
-0.90729,-0.879811,1.88275,1.89389
-0.90758,-0.880218,1.88271,1.89397
-0.90787,-0.880596,1.88267,1.89397
-0.90816,-0.880974,1.88264,1.894
-0.90846,-0.881352,1.8826,1.894
-0.90875,-0.88173,1.88256,1.89403
-0.90904,-0.882108,1.88252,1.89406
-0.90933,-0.882486,1.88249,1.89409
-0.90962,-0.882864,1.88245,1.89415
-0.90991,-0.883271,1.88241,1.89423
-0.9102,-0.88362,1.88237,1.89429
-0.9105,-0.883998,1.88233,1.89438
-0.91079,-0.884317,1.8823,1.89441
-0.91108,-0.884666,1.88226,1.8945
-0.91137,-0.885044,1.88222,1.89464
-0.91166,-0.885422,1.88218,1.89479
-0.91195,-0.885771,1.88214,1.89493
-0.91224,-0.886091,1.8821,1.89505
-0.91253,-0.886411,1.88206,1.89516
-0.91282,-0.886702,1.88202,1.89522
-0.91311,-0.886992,1.88198,1.89531
-0.9134,-0.887283,1.88194,1.8954
-0.9137,-0.887574,1.8819,1.89543
-0.91399,-0.887894,1.88186,1.89551
-0.91428,-0.888242,1.88182,1.89563
-0.91457,-0.888504,1.88178,1.89566
-0.91486,-0.888766,1.88174,1.89566
-0.91515,-0.888998,1.8817,1.89566
-0.91544,-0.889202,1.88166,1.8956
-0.91573,-0.889405,1.88162,1.89557
-0.91602,-0.889638,1.88158,1.89554
-0.91631,-0.889929,1.88154,1.89557
-0.9166,-0.890161,1.8815,1.89554
-0.91689,-0.890423,1.88146,1.89554
-0.91718,-0.890627,1.88142,1.89551
-0.91747,-0.890801,1.88138,1.89543
-0.91776,-0.891034,1.88133,1.89546
-0.91805,-0.891237,1.88129,1.8954
-0.91833,-0.891441,1.88125,1.8954
-0.91862,-0.891673,1.88121,1.8954
-0.91891,-0.891906,1.88117,1.8954
-0.9192,-0.892109,1.88112,1.89537
-0.91949,-0.892313,1.88108,1.89534
-0.91978,-0.892516,1.88104,1.89531
-0.92007,-0.89272,1.88099,1.89525
-0.92036,-0.892923,1.88095,1.89522
-0.92065,-0.893156,1.88091,1.89519
-0.92094,-0.893359,1.88087,1.89514
-0.92123,-0.893592,1.88082,1.89511
-0.92151,-0.893796,1.88078,1.89502
-0.9218,-0.893999,1.88074,1.8949
-0.92209,-0.894232,1.88069,1.89482
-0.92238,-0.894464,1.88065,1.8947
-0.92267,-0.894697,1.8806,1.89455
-0.92296,-0.894959,1.88056,1.89441
-0.92324,-0.895162,1.88051,1.8942
-0.92353,-0.895424,1.88047,1.89403
-0.92382,-0.895627,1.88043,1.8938
-0.92411,-0.89586,1.88038,1.89359
-0.9244,-0.896151,1.88034,1.89342
-0.92468,-0.896412,1.88029,1.89322
-0.92497,-0.896732,1.88025,1.89307
-0.92526,-0.897052,1.8802,1.89293
-0.92555,-0.897314,1.88016,1.89278
-0.92584,-0.897633,1.88011,1.89266
-0.92612,-0.897924,1.88006,1.89255
-0.92641,-0.898273,1.88002,1.89249
-0.9267,-0.898622,1.87997,1.89249
-0.92699,-0.899,1.87993,1.89252
-0.92727,-0.899378,1.87988,1.89255
-0.92756,-0.899785,1.87983,1.89261
-0.92785,-0.900134,1.87979,1.89263
-0.92813,-0.900512,1.87974,1.89266
-0.92842,-0.900861,1.87969,1.89269
-0.92871,-0.901209,1.87965,1.89269
-0.92899,-0.901587,1.8796,1.89272
-0.92928,-0.901965,1.87955,1.89272
-0.92957,-0.902372,1.8795,1.89281
-0.92986,-0.90275,1.87946,1.89281
-0.93014,-0.903157,1.87941,1.89287
-0.93043,-0.903564,1.87936,1.89293
-0.93071,-0.903972,1.87931,1.89298
-0.931,-0.904379,1.87927,1.89301
-0.93129,-0.904815,1.87922,1.8931
-0.93157,-0.905193,1.87917,1.89316
-0.93186,-0.905629,1.87912,1.89327
-0.93215,-0.906036,1.87907,1.89339
-0.93243,-0.906414,1.87902,1.89345
-0.93272,-0.906821,1.87897,1.89357
-0.933,-0.907199,1.87892,1.89365
-0.93329,-0.907577,1.87888,1.89374
-0.93357,-0.907955,1.87883,1.89383
-0.93386,-0.908362,1.87878,1.89394
-0.93415,-0.90874,1.87873,1.89403
-0.93443,-0.909089,1.87868,1.89409
-0.93472,-0.909437,1.87863,1.89412
-0.935,-0.909786,1.87858,1.89412
-0.93529,-0.910135,1.87853,1.89412
-0.93557,-0.910455,1.87848,1.89409
-0.93586,-0.910804,1.87843,1.89406
-0.93614,-0.911124,1.87838,1.894
-0.93643,-0.911473,1.87832,1.89394
-0.93671,-0.911822,1.87827,1.89391
-0.937,-0.912141,1.87822,1.89386
-0.93728,-0.91249,1.87817,1.8938
-0.93757,-0.91281,1.87812,1.89371
-0.93785,-0.91313,1.87807,1.89365
-0.93814,-0.91345,1.87802,1.89357
-0.93842,-0.913769,1.87797,1.89351
-0.9387,-0.914118,1.87791,1.89348
-0.93899,-0.914467,1.87786,1.89345
-0.93927,-0.914787,1.87781,1.89336
-0.93956,-0.915165,1.87776,1.89336
-0.93984,-0.915485,1.8777,1.8933
-0.94013,-0.915834,1.87765,1.89327
-0.94041,-0.916154,1.8776,1.89322
-0.94069,-0.916473,1.87755,1.8931
-0.94098,-0.916793,1.87749,1.89301
-0.94126,-0.917142,1.87744,1.89295
-0.94154,-0.917462,1.87739,1.89287
-0.94183,-0.91784,1.87733,1.89278
-0.94211,-0.91816,1.87728,1.89266
-0.9424,-0.918479,1.87723,1.89252
-0.94268,-0.918799,1.87717,1.89237
-0.94296,-0.919119,1.87712,1.89223
-0.94325,-0.919439,1.87706,1.89202
-0.94353,-0.919817,1.87701,1.89179
-0.94381,-0.920166,1.87696,1.89162
-0.94409,-0.920515,1.8769,1.89141
-0.94438,-0.920834,1.87685,1.89115
-0.94466,-0.921125,1.87679,1.89086
-0.94494,-0.921416,1.87674,1.89057
-0.94523,-0.921707,1.87668,1.89022
-0.94551,-0.922056,1.87663,1.88999
-0.94579,-0.922375,1.87657,1.88973
-0.94607,-0.922782,1.87652,1.88947
-0.94636,-0.923131,1.87646,1.88929
-0.94664,-0.923451,1.8764,1.88909
-0.94692,-0.923771,1.87635,1.88891
-0.9472,-0.924091,1.87629,1.88877
-0.94748,-0.924411,1.87624,1.88865
-0.94777,-0.92473,1.87618,1.88854
-0.94805,-0.92505,1.87612,1.88845
-0.94833,-0.92537,1.87607,1.88836
-0.94861,-0.92569,1.87601,1.88833
-0.94889,-0.926039,1.87595,1.88833
-0.94918,-0.926388,1.8759,1.88836
-0.94946,-0.926766,1.87584,1.88842
-0.94974,-0.927114,1.87578,1.88845
-0.95002,-0.927492,1.87573,1.88854
-0.9503,-0.927841,1.87567,1.88859
-0.95058,-0.928219,1.87561,1.88871
-0.95086,-0.928626,1.87555,1.8888
-0.95114,-0.928975,1.87549,1.88888
-0.95143,-0.929295,1.87544,1.88891
-0.95171,-0.929673,1.87538,1.88906
-0.95199,-0.93008,1.87532,1.8892
-0.95227,-0.930458,1.87526,1.88938
-0.95255,-0.930778,1.8752,1.88947
-0.95283,-0.931069,1.87514,1.88958
-0.95311,-0.931388,1.87508,1.88973
-0.95339,-0.931737,1.87503,1.88996
-0.95367,-0.932057,1.87497,1.89011
-0.95395,-0.932435,1.87491,1.89034
-0.95423,-0.932871,1.87485,1.89069
-0.95451,-0.933249,1.87479,1.89095
-0.95479,-0.933627,1.87473,1.89124
-0.95507,-0.933947,1.87467,1.89147
-0.95535,-0.934267,1.87461,1.8917
-0.95563,-0.934528,1.87455,1.89188
-0.95591,-0.93479,1.87449,1.89205
-0.95619,-0.934994,1.87443,1.89214
-0.95647,-0.935168,1.87437,1.8922
-0.95675,-0.935342,1.87431,1.89229
-0.95703,-0.935546,1.87424,1.89234
-0.95731,-0.935779,1.87418,1.89243
-0.95759,-0.935982,1.87412,1.89249
-0.95787,-0.936127,1.87406,1.89246
-0.95815,-0.936302,1.874,1.89249
-0.95843,-0.936476,1.87394,1.89246
-0.95871,-0.93668,1.87388,1.89243
-0.95898,-0.936883,1.87381,1.89243
-0.95926,-0.937087,1.87375,1.8924
-0.95954,-0.937349,1.87369,1.8924
-0.95982,-0.937552,1.87363,1.89237
-0.9601,-0.937727,1.87357,1.89229
-0.96038,-0.93793,1.8735,1.8922
-0.96066,-0.938104,1.87344,1.89211
-0.96094,-0.938279,1.87338,1.89194
-0.96121,-0.938512,1.87331,1.89185
-0.96149,-0.938744,1.87325,1.89168
-0.96177,-0.939064,1.87319,1.89159
-0.96205,-0.939326,1.87312,1.89141
-0.96233,-0.939587,1.87306,1.89121
-0.9626,-0.939849,1.873,1.89104
-0.96288,-0.940111,1.87293,1.89083
-0.96316,-0.940401,1.87287,1.8906
-0.96344,-0.940779,1.87281,1.89048
-0.96372,-0.941099,1.87274,1.89031
-0.96399,-0.941419,1.87268,1.89019
-0.96427,-0.941739,1.87261,1.89005
-0.96455,-0.942029,1.87255,1.88987
-0.96483,-0.94232,1.87248,1.8897
-0.9651,-0.942611,1.87242,1.88949
-0.96538,-0.942931,1.87235,1.88929
-0.96566,-0.943338,1.87229,1.889
-0.96593,-0.943658,1.87222,1.88877
-0.96621,-0.943977,1.87216,1.88851
-0.96649,-0.944297,1.87209,1.88827
-0.96676,-0.944588,1.87203,1.88784
-0.96704,-0.944879,1.87196,1.88755
-0.96732,-0.945111,1.87189,1.8872
-0.96759,-0.945373,1.87183,1.88685
-0.96787,-0.945693,1.87176,1.88659
-0.96815,-0.946013,1.87169,1.8863
-0.96842,-0.946362,1.87163,1.88612
-0.9687,-0.946652,1.87156,1.88592
-0.96898,-0.946972,1.87149,1.8858
-0.96925,-0.947263,1.87143,1.88563
-0.96953,-0.947554,1.87136,1.88551
-0.9698,-0.947844,1.87129,1.8854
-0.97008,-0.948222,1.87123,1.88534
-0.97036,-0.948513,1.87116,1.88528
-0.97063,-0.948862,1.87109,1.88525
-0.97091,-0.949211,1.87102,1.88525
-0.97118,-0.949531,1.87096,1.88525
-0.97146,-0.949879,1.87089,1.88525
-0.97173,-0.950199,1.87082,1.88522
-0.97201,-0.950519,1.87075,1.88525
-0.97228,-0.950868,1.87068,1.88519
-0.97256,-0.951217,1.87061,1.88525
-0.97283,-0.951508,1.87054,1.88528
-0.97311,-0.951827,1.87048,1.88534
-0.97338,-0.952118,1.87041,1.88537
-0.97366,-0.952438,1.87034,1.88548
-0.97393,-0.952729,1.87027,1.88557
-0.97421,-0.953078,1.8702,1.88572
-0.97448,-0.953339,1.87013,1.88574
-0.97476,-0.953659,1.87006,1.88589
-0.97503,-0.95395,1.86999,1.88604
-0.97531,-0.954241,1.86992,1.88618
-0.97558,-0.954531,1.86985,1.88635
-0.97585,-0.954822,1.86978,1.8865
-0.97613,-0.955113,1.86971,1.8867
-0.9764,-0.955462,1.86964,1.88694
-0.97668,-0.955752,1.86957,1.88714
-0.97695,-0.956043,1.8695,1.88731
-0.97722,-0.956276,1.86943,1.88746
-0.9775,-0.956508,1.86935,1.88761
-0.97777,-0.956712,1.86928,1.88772
-0.97805,-0.956886,1.86921,1.88778
-0.97832,-0.957061,1.86914,1.88781
-0.97859,-0.957264,1.86907,1.8879
-0.97887,-0.957468,1.869,1.88795
-0.97914,-0.9577,1.86892,1.88801
-0.97941,-0.957933,1.86885,1.88807
-0.97968,-0.958137,1.86878,1.88807
-0.97996,-0.958311,1.86871,1.88807
-0.98023,-0.958485,1.86863,1.88801
-0.9805,-0.95866,1.86856,1.88795
-0.98078,-0.958834,1.86849,1.8879
-0.98105,-0.959067,1.86842,1.88787
-0.98132,-0.959329,1.86834,1.88784
-0.98159,-0.95959,1.86827,1.88784
-0.98187,-0.959881,1.8682,1.88781
-0.98214,-0.960114,1.86812,1.88772
-0.98241,-0.960375,1.86805,1.88761
-0.98268,-0.960579,1.86798,1.88746
-0.98295,-0.96084,1.8679,1.88731
-0.98323,-0.96116,1.86783,1.88723
-0.9835,-0.961451,1.86775,1.88705
-0.98377,-0.961771,1.86768,1.88685
-0.98404,-0.962149,1.86761,1.8867
-0.98431,-0.962469,1.86753,1.88647
-0.98459,-0.962788,1.86746,1.88615
-0.98486,-0.963108,1.86738,1.88595
-0.98513,-0.963428,1.86731,1.88572
-0.9854,-0.963777,1.86723,1.88551
-0.98567,-0.964155,1.86716,1.88534
-0.98594,-0.964562,1.86708,1.88516
-0.98621,-0.96494,1.867,1.8849
-0.98648,-0.965376,1.86693,1.88473
-0.98676,-0.965783,1.86685,1.88449
-0.98703,-0.966219,1.86678,1.88423
-0.9873,-0.966597,1.8667,1.88385
-0.98757,-0.967033,1.86662,1.88356
-0.98784,-0.967411,1.86655,1.88319
-0.98811,-0.967818,1.86647,1.88284
-0.98838,-0.968196,1.8664,1.88243
-0.98865,-0.968574,1.86632,1.88202
-0.98892,-0.968952,1.86624,1.88162
-0.98919,-0.96933,1.86616,1.88103
-0.98946,-0.969679,1.86609,1.88063
-0.98973,-0.969999,1.86601,1.88016
-0.99,-0.970348,1.86593,1.87973
-0.99027,-0.970755,1.86586,1.87938
-0.99054,-0.971133,1.86578,1.87906
-0.99081,-0.97154,1.8657,1.8788
-0.99108,-0.971918,1.86562,1.87853
-0.99135,-0.972325,1.86554,1.87836
-0.99162,-0.972703,1.86546,1.87819
-0.99189,-0.973052,1.86539,1.87795
-0.99216,-0.9734,1.86531,1.87772
-0.99243,-0.973807,1.86523,1.8776
-0.99269,-0.974156,1.86515,1.87737
-0.99296,-0.974476,1.86507,1.87711
-0.99323,-0.974854,1.86499,1.87699
-0.9935,-0.975174,1.86491,1.87679
-0.99377,-0.975494,1.86483,1.87662
-0.99404,-0.975872,1.86475,1.87638
-0.99431,-0.976162,1.86467,1.87615
-0.99458,-0.976482,1.86459,1.87598
-0.99484,-0.976744,1.86451,1.87574
-0.99511,-0.977035,1.86443,1.87545
-0.99538,-0.977354,1.86435,1.87513
-0.99565,-0.977645,1.86427,1.8749
-0.99592,-0.977907,1.86419,1.87461
-0.99619,-0.978169,1.86411,1.87429
-0.99645,-0.978488,1.86403,1.87397
-0.99672,-0.978808,1.86395,1.87371
-0.99699,-0.97907,1.86387,1.8735
-0.99726,-0.979332,1.86379,1.87339
-0.99752,-0.979593,1.86371,1.87333
-0.99779,-0.979826,1.86363,1.8733
-0.99806,-0.980087,1.86354,1.87336
-0.99833,-0.98032,1.86346,1.87345
-0.99859,-0.980582,1.86338,1.87359
-0.99886,-0.980843,1.8633,1.87374
-0.99913,-0.981192,1.86322,1.87397
-0.99939,-0.981454,1.86313,1.87414
-0.99966,-0.981716,1.86305,1.87429
-0.99993,-0.981948,1.86297,1.87438
-1.0002,-0.98221,1.86289,1.87452
-1.00046,-0.982442,1.8628,1.87464
-1.00073,-0.982704,1.86272,1.8747
-1.00099,-0.982937,1.86264,1.87475
-1.00126,-0.983198,1.86255,1.87484
-1.00153,-0.983431,1.86247,1.87484
-1.00179,-0.983664,1.86239,1.8749
-1.00206,-0.983867,1.8623,1.87493
-1.00233,-0.984129,1.86222,1.87499
-1.00259,-0.984419,1.86214,1.8751
-1.00286,-0.984652,1.86205,1.87516
-1.00312,-0.984885,1.86197,1.87519
-1.00339,-0.985059,1.86188,1.87519
-1.00365,-0.985263,1.8618,1.87519
-1.00392,-0.985466,1.86171,1.87522
-1.00419,-0.98567,1.86163,1.87525
-1.00445,-0.985931,1.86154,1.87531
-1.00472,-0.986193,1.86146,1.87536
-1.00498,-0.986455,1.86137,1.87542
-1.00525,-0.986687,1.86129,1.87545
-1.00551,-0.98692,1.8612,1.87551
-1.00578,-0.987182,1.86112,1.87554
-1.00604,-0.987414,1.86103,1.87554
-1.00631,-0.987676,1.86095,1.8756
-1.00657,-0.987937,1.86086,1.87563
-1.00684,-0.988228,1.86077,1.87571
-1.0071,-0.988519,1.86069,1.87583
-1.00736,-0.988781,1.8606,1.87586
-1.00763,-0.989042,1.86052,1.87589
-1.00789,-0.989246,1.86043,1.87589
-1.00816,-0.989478,1.86034,1.87586
-1.00842,-0.989711,1.86025,1.87583
-1.00869,-0.989973,1.86017,1.87583
-1.00895,-0.990205,1.86008,1.8758
