angle_1,angle_1_t,angle_2,angle_2_t
-1.00921,-0.990467,1.85999,1.87577
-1.00948,-0.990729,1.85991,1.87577
-1.00974,-0.991019,1.85982,1.8758
-1.01,-0.991281,1.85973,1.8758
-1.01027,-0.991514,1.85964,1.87577
-1.01053,-0.991746,1.85955,1.87574
-1.01079,-0.991979,1.85947,1.87571
-1.01106,-0.99224,1.85938,1.87574
-1.01132,-0.992473,1.85929,1.87571
-1.01158,-0.992735,1.8592,1.87574
-1.01185,-0.993025,1.85911,1.87574
-1.01211,-0.993287,1.85902,1.87577
-1.01237,-0.99352,1.85893,1.87577
-1.01264,-0.993752,1.85885,1.87574
-1.0129,-0.993985,1.85876,1.87574
-1.01316,-0.994217,1.85867,1.87568
-1.01342,-0.99445,1.85858,1.87568
-1.01369,-0.994741,1.85849,1.87571
-1.01395,-0.994973,1.8584,1.87571
-1.01421,-0.995206,1.85831,1.87574
-1.01447,-0.99538,1.85822,1.87568
-1.01473,-0.995584,1.85813,1.87568
-1.015,-0.995758,1.85804,1.87566
-1.01526,-0.995962,1.85795,1.8756
-1.01552,-0.996194,1.85786,1.8756
-1.01578,-0.996398,1.85776,1.8756
-1.01604,-0.996602,1.85767,1.87557
-1.0163,-0.996805,1.85758,1.8756
-1.01657,-0.997009,1.85749,1.8756
-1.01683,-0.997154,1.8574,1.87557
-1.01709,-0.997299,1.85731,1.87557
-1.01735,-0.997445,1.85722,1.87557
-1.01761,-0.99759,1.85713,1.8756
-1.01787,-0.997706,1.85703,1.87557
-1.01813,-0.997852,1.85694,1.8756
-1.01839,-0.997997,1.85685,1.8756
-1.01865,-0.998142,1.85676,1.8756
-1.01891,-0.998288,1.85666,1.8756
-1.01917,-0.998462,1.85657,1.8756
-1.01943,-0.998637,1.85648,1.87563
-1.0197,-0.998782,1.85639,1.87563
-1.01996,-0.998927,1.85629,1.87563
-1.02022,-0.999044,1.8562,1.87566
-1.02048,-0.99916,1.85611,1.87563
-1.02074,-0.999305,1.85601,1.87566
-1.021,-0.999451,1.85592,1.87566
-1.02126,-0.999596,1.85583,1.87568
-1.02151,-0.999771,1.85573,1.87568
-1.02177,-0.999887,1.85564,1.87566
-1.02203,-1.00003,1.85554,1.87563
-1.02229,-1.00015,1.85545,1.8756
-1.02255,-1.00029,1.85536,1.87557
-1.02281,-1.00044,1.85526,1.87551
-1.02307,-1.00061,1.85517,1.87554
-1.02333,-1.00079,1.85507,1.87554
-1.02359,-1.00093,1.85498,1.87551
-1.02385,-1.00108,1.85488,1.87548
-1.02411,-1.00122,1.85479,1.87545
-1.02437,-1.00137,1.85469,1.87539
-1.02462,-1.00154,1.8546,1.87539
-1.02488,-1.00172,1.8545,1.87536
-1.02514,-1.00195,1.85441,1.87536
-1.0254,-1.00213,1.85431,1.87528
-1.02566,-1.00242,1.85421,1.87528
-1.02592,-1.00265,1.85412,1.87522
-1.02617,-1.00288,1.85402,1.87519
-1.02643,-1.00311,1.85393,1.8751
-1.02669,-1.00335,1.85383,1.8751
-1.02695,-1.00355,1.85373,1.87499
-1.02721,-1.00381,1.85364,1.87496
-1.02746,-1.00404,1.85354,1.87487
-1.02772,-1.00431,1.85344,1.87481
-1.02798,-1.0046,1.85334,1.87475
-1.02824,-1.0048,1.85325,1.87458
-1.02849,-1.00509,1.85315,1.87449
-1.02875,-1.00535,1.85305,1.87438
-1.02901,-1.00561,1.85295,1.8742
-1.02926,-1.00591,1.85286,1.87397
-1.02952,-1.0062,1.85276,1.87374
-1.02978,-1.00652,1.85266,1.87345
-1.03004,-1.00681,1.85256,1.87298
-1.03029,-1.00716,1.85246,1.87263
-1.03055,-1.00745,1.85236,1.87222
-1.0308,-1.0078,1.85227,1.87173
-1.03106,-1.00814,1.85217,1.87132
-1.03132,-1.00849,1.85207,1.87089
-1.03157,-1.00884,1.85197,1.87039
-1.03183,-1.00928,1.85187,1.87004
-1.03209,-1.00966,1.85177,1.86961
-1.03234,-1.01,1.85167,1.86911
-1.0326,-1.01044,1.85157,1.86882
-1.03285,-1.01082,1.85147,1.86839
-1.03311,-1.01128,1.85137,1.86807
-1.03336,-1.01181,1.85127,1.86783
-1.03362,-1.01221,1.85117,1.86749
-1.03388,-1.01268,1.85107,1.86731
-1.03413,-1.01309,1.85097,1.86711
-1.03439,-1.01352,1.85087,1.86693
-1.03464,-1.01402,1.85077,1.86673
-1.0349,-1.01451,1.85067,1.86658
-1.03515,-1.01501,1.85057,1.86641
-1.03541,-1.01553,1.85047,1.86632
-1.03566,-1.01596,1.85036,1.86618
-1.03592,-1.0164,1.85026,1.86586
-1.03617,-1.01687,1.85016,1.86554
-1.03642,-1.01733,1.85006,1.86516
-1.03668,-1.0178,1.84996,1.86481
-1.03693,-1.01823,1.84986,1.86443
-1.03719,-1.01864,1.84975,1.86394
-1.03744,-1.01905,1.84965,1.86344
-1.0377,-1.01948,1.84955,1.86295
-1.03795,-1.01989,1.84945,1.86237
-1.0382,-1.02033,1.84934,1.86182
-1.03846,-1.02073,1.84924,1.86126
-1.03871,-1.02114,1.84914,1.86068
-1.03896,-1.02155,1.84904,1.8601
-1.03922,-1.02193,1.84893,1.85952
-1.03947,-1.0223,1.84883,1.85897
-1.03972,-1.02268,1.84873,1.85847
-1.03998,-1.02303,1.84862,1.85795
-1.04023,-1.02344,1.84852,1.85769
-1.04048,-1.02379,1.84841,1.85746
-1.04074,-1.02416,1.84831,1.85734
-1.04099,-1.02448,1.84821,1.85728
-1.04124,-1.02477,1.8481,1.85728
-1.04149,-1.02507,1.848,1.85731
-1.04175,-1.02538,1.84789,1.85737
-1.042,-1.02568,1.84779,1.8574
-1.04225,-1.026,1.84768,1.8574
-1.0425,-1.02643,1.84758,1.85754
-1.04276,-1.02681,1.84747,1.85766
-1.04301,-1.02716,1.84737,1.85778
-1.04326,-1.02748,1.84726,1.8578
-1.04351,-1.02786,1.84716,1.85795
-1.04376,-1.02818,1.84705,1.85804
-1.04402,-1.02844,1.84695,1.85804
-1.04427,-1.02876,1.84684,1.85818
-1.04452,-1.02908,1.84673,1.8583
-1.04477,-1.02937,1.84663,1.85841
-1.04502,-1.02963,1.84652,1.85847
-1.04527,-1.02989,1.84642,1.85856
-1.04552,-1.03015,1.84631,1.85868
-1.04578,-1.03039,1.8462,1.85876
-1.04603,-1.03059,1.8461,1.85888
-1.04628,-1.03079,1.84599,1.85903
-1.04653,-1.03097,1.84588,1.85917
-1.04678,-1.03117,1.84577,1.85937
-1.04703,-1.03135,1.84567,1.85955
-1.04728,-1.03152,1.84556,1.85972
-1.04753,-1.03169,1.84545,1.8599
-1.04778,-1.03184,1.84534,1.86004
-1.04803,-1.03198,1.84524,1.86019
-1.04828,-1.0321,1.84513,1.8603
-1.04853,-1.03219,1.84502,1.86042
-1.04878,-1.0323,1.84491,1.86054
-1.04903,-1.03242,1.8448,1.86065
-1.04928,-1.03248,1.84469,1.86071
-1.04953,-1.03254,1.84459,1.86077
-1.04978,-1.0326,1.84448,1.86083
-1.05003,-1.03262,1.84437,1.86086
-1.05028,-1.03265,1.84426,1.86089
-1.05053,-1.03268,1.84415,1.86092
-1.05078,-1.03268,1.84404,1.86092
-1.05103,-1.03268,1.84393,1.86092
-1.05128,-1.03277,1.84382,1.861
-1.05152,-1.03283,1.84371,1.86106
-1.05177,-1.03292,1.8436,1.86115
-1.05202,-1.03303,1.84349,1.86126
-1.05227,-1.03312,1.84338,1.86132
-1.05252,-1.03318,1.84327,1.86132
-1.05277,-1.03323,1.84316,1.86135
-1.05302,-1.03326,1.84305,1.86132
-1.05326,-1.03332,1.84294,1.86126
-1.05351,-1.03341,1.84283,1.86126
-1.05376,-1.03355,1.84272,1.86129
-1.05401,-1.0337,1.84261,1.86129
-1.05426,-1.03379,1.84249,1.86123
-1.0545,-1.0339,1.84238,1.86118
-1.05475,-1.03402,1.84227,1.86112
-1.055,-1.03411,1.84216,1.861
-1.05525,-1.03422,1.84205,1.86092
-1.05549,-1.03437,1.84194,1.8608
-1.05574,-1.03457,1.84182,1.86077
-1.05599,-1.03478,1.84171,1.86077
-1.05624,-1.03501,1.8416,1.86071
-1.05648,-1.03518,1.84149,1.86062
-1.05673,-1.03533,1.84137,1.86048
-1.05698,-1.03547,1.84126,1.86036
-1.05722,-1.03565,1.84115,1.86025
-1.05747,-1.03594,1.84103,1.86025
-1.05772,-1.0362,1.84092,1.86028
-1.05796,-1.03649,1.84081,1.86036
-1.05821,-1.03678,1.84069,1.86039
-1.05846,-1.03701,1.84058,1.86042
-1.0587,-1.03722,1.84047,1.86039
-1.05895,-1.03742,1.84035,1.8603
-1.05919,-1.03765,1.84024,1.86022
-1.05944,-1.03792,1.84013,1.86019
-1.05969,-1.03824,1.84001,1.86022
-1.05993,-1.03861,1.8399,1.86019
-1.06018,-1.03905,1.83978,1.86022
-1.06042,-1.0394,1.83967,1.86019
-1.06067,-1.03969,1.83955,1.86007
-1.06091,-1.03998,1.83944,1.85993
-1.06116,-1.04027,1.83932,1.85981
-1.0614,-1.04065,1.83921,1.85966
-1.06165,-1.041,1.83909,1.85958
-1.06189,-1.04138,1.83898,1.85946
-1.06214,-1.04181,1.83886,1.85937
-1.06238,-1.04222,1.83874,1.85914
-1.06263,-1.04271,1.83863,1.859
-1.06287,-1.04309,1.83851,1.85868
-1.06312,-1.04347,1.8384,1.85839
-1.06336,-1.04382,1.83828,1.85807
-1.06361,-1.04422,1.83816,1.85775
-1.06385,-1.04463,1.83805,1.85737
-1.06409,-1.04507,1.83793,1.85702
-1.06434,-1.04553,1.83781,1.8567
-1.06458,-1.04594,1.8377,1.85629
-1.06483,-1.04638,1.83758,1.85591
-1.06507,-1.04678,1.83746,1.85548
-1.06531,-1.04719,1.83735,1.85504
-1.06556,-1.04757,1.83723,1.85461
-1.0658,-1.04795,1.83711,1.85414
-1.06604,-1.0483,1.83699,1.85362
-1.06629,-1.0487,1.83687,1.85312
-1.06653,-1.04911,1.83676,1.85277
-1.06677,-1.04949,1.83664,1.85237
-1.06702,-1.04992,1.83652,1.85213
-1.06726,-1.0503,1.8364,1.85193
-1.0675,-1.05068,1.83628,1.85167
-1.06774,-1.0512,1.83616,1.85158
-1.06799,-1.05158,1.83605,1.85144
-1.06823,-1.05207,1.83593,1.85138
-1.06847,-1.05254,1.83581,1.85135
-1.06871,-1.05292,1.83569,1.85126
-1.06895,-1.05333,1.83557,1.85115
-1.0692,-1.0537,1.83545,1.851
-1.06944,-1.05405,1.83533,1.85077
-1.06968,-1.05443,1.83521,1.85054
-1.06992,-1.05475,1.83509,1.85022
-1.07016,-1.0551,1.83497,1.84987
-1.07041,-1.05542,1.83485,1.84949
-1.07065,-1.05574,1.83473,1.84905
-1.07089,-1.05606,1.83461,1.84844
-1.07113,-1.05655,1.83449,1.84789
-1.07137,-1.05684,1.83437,1.84731
-1.07161,-1.05722,1.83425,1.84681
-1.07185,-1.05754,1.83413,1.84638
-1.07209,-1.0578,1.834,1.84594
-1.07233,-1.05812,1.83388,1.84551
-1.07258,-1.05841,1.83376,1.84516
-1.07282,-1.0587,1.83364,1.8449
-1.07306,-1.05902,1.83352,1.84469
-1.0733,-1.05931,1.8334,1.84452
-1.07354,-1.05961,1.83327,1.84443
-1.07378,-1.05992,1.83315,1.84443
-1.07402,-1.06022,1.83303,1.84446
-1.07426,-1.06051,1.83291,1.84455
-1.0745,-1.06086,1.83279,1.84469
-1.07474,-1.06115,1.83266,1.84481
-1.07498,-1.06158,1.83254,1.84498
-1.07522,-1.06187,1.83242,1.84507
-1.07546,-1.06213,1.83229,1.84513
-1.0757,-1.0624,1.83217,1.84516
-1.07593,-1.06269,1.83205,1.84519
-1.07617,-1.06298,1.83192,1.84519
-1.07641,-1.06324,1.8318,1.8451
-1.07665,-1.06356,1.83168,1.84507
-1.07689,-1.06388,1.83155,1.84495
-1.07713,-1.06417,1.83143,1.84487
-1.07737,-1.06449,1.83131,1.84484
-1.07761,-1.06484,1.83118,1.84472
-1.07785,-1.06516,1.83106,1.84469
-1.07808,-1.06548,1.83093,1.84469
-1.07832,-1.06583,1.83081,1.84484
-1.07856,-1.06615,1.83068,1.84495
-1.0788,-1.06644,1.83056,1.84507
-1.07904,-1.06676,1.83043,1.84524
-1.07927,-1.06708,1.83031,1.84542
-1.07951,-1.06743,1.83018,1.84568
-1.07975,-1.06772,1.83006,1.84588
-1.07999,-1.06804,1.82993,1.84609
-1.08023,-1.06827,1.82981,1.84626
-1.08046,-1.06853,1.82968,1.84641
-1.0807,-1.06873,1.82955,1.84652
-1.08094,-1.06888,1.82943,1.84658
-1.08117,-1.06908,1.8293,1.84664
-1.08141,-1.06923,1.82918,1.84667
-1.08165,-1.0694,1.82905,1.8467
-1.08189,-1.06958,1.82892,1.84673
-1.08212,-1.06975,1.8288,1.84679
-1.08236,-1.06987,1.82867,1.84673
-1.0826,-1.07001,1.82854,1.84673
-1.08283,-1.07013,1.82841,1.84667
-1.08307,-1.07025,1.82829,1.84664
-1.0833,-1.07036,1.82816,1.84661
-1.08354,-1.07051,1.82803,1.84658
-1.08378,-1.07068,1.8279,1.84664
-1.08401,-1.07083,1.82778,1.84661
-1.08425,-1.07097,1.82765,1.84664
-1.08448,-1.07109,1.82752,1.84661
-1.08472,-1.07123,1.82739,1.84661
-1.08496,-1.07138,1.82726,1.84655
-1.08519,-1.07158,1.82714,1.84661
-1.08543,-1.07173,1.82701,1.84655
-1.08566,-1.07193,1.82688,1.84655
-1.0859,-1.07211,1.82675,1.84655
-1.08613,-1.07228,1.82662,1.84649
-1.08637,-1.07248,1.82649,1.84652
-1.0866,-1.07263,1.82636,1.84644
-1.08684,-1.07283,1.82623,1.84647
-1.08707,-1.07304,1.8261,1.84644
-1.08731,-1.07321,1.82597,1.84641
-1.08754,-1.07342,1.82584,1.84641
-1.08777,-1.07362,1.82571,1.84638
-1.08801,-1.07376,1.82558,1.84632
-1.08824,-1.07397,1.82545,1.84623
-1.08848,-1.0742,1.82532,1.84626
-1.08871,-1.0744,1.82519,1.84617
-1.08894,-1.07461,1.82506,1.84617
-1.08918,-1.07481,1.82493,1.84612
-1.08941,-1.07501,1.8248,1.84606
-1.08965,-1.07522,1.82467,1.846
-1.08988,-1.07539,1.82454,1.84591
-1.09011,-1.07562,1.82441,1.84588
-1.09035,-1.07583,1.82427,1.8458
-1.09058,-1.07606,1.82414,1.84568
-1.09081,-1.07629,1.82401,1.84562
-1.09104,-1.0765,1.82388,1.84553
-1.09128,-1.07664,1.82375,1.84542
-1.09151,-1.07685,1.82362,1.8453
-1.09174,-1.07702,1.82348,1.8451
-1.09198,-1.07722,1.82335,1.84495
-1.09221,-1.07746,1.82322,1.84484
-1.09244,-1.07763,1.82309,1.84463
-1.09267,-1.07789,1.82295,1.8444
-1.0929,-1.07807,1.82282,1.84417
-1.09314,-1.07824,1.82269,1.84385
-1.09337,-1.07845,1.82255,1.84353
-1.0936,-1.07865,1.82242,1.84324
-1.09383,-1.07879,1.82229,1.84289
-1.09406,-1.079,1.82215,1.84254
-1.0943,-1.07914,1.82202,1.84213
-1.09453,-1.07935,1.82189,1.84173
-1.09476,-1.07955,1.82175,1.84135
-1.09499,-1.07975,1.82162,1.84065
-1.09522,-1.08002,1.82148,1.8401
-1.09545,-1.08025,1.82135,1.83952
-1.09568,-1.08048,1.82121,1.83896
-1.09591,-1.08068,1.82108,1.83844
-1.09614,-1.08089,1.82095,1.83789
-1.09637,-1.08106,1.82081,1.83731
-1.09661,-1.08127,1.82068,1.83678
-1.09684,-1.08147,1.82054,1.83626
-1.09707,-1.08164,1.8204,1.83574
-1.0973,-1.08185,1.82027,1.83524
-1.09753,-1.08205,1.82013,1.83481
-1.09776,-1.08228,1.82,1.83437
-1.09799,-1.08249,1.81986,1.83393
-1.09822,-1.08275,1.81973,1.8335
-1.09845,-1.08298,1.81959,1.83306
-1.09868,-1.08324,1.81945,1.83254
-1.09891,-1.0835,1.81932,1.83213
-1.09913,-1.08377,1.81918,1.83181
-1.09936,-1.08397,1.81904,1.83152
-1.09959,-1.08417,1.81891,1.83126
-1.09982,-1.08441,1.81877,1.83103
-1.10005,-1.08461,1.81863,1.83071
-1.10028,-1.08481,1.8185,1.8305
-1.10051,-1.08504,1.81836,1.83033
-1.10074,-1.08525,1.81822,1.83007
-1.10097,-1.08545,1.81808,1.82969
-1.10119,-1.08568,1.81795,1.82949
-1.10142,-1.08589,1.81781,1.82928
-1.10165,-1.08606,1.81767,1.82911
-1.10188,-1.08627,1.81753,1.82896
-1.10211,-1.08647,1.81739,1.82885
-1.10234,-1.08667,1.81726,1.82873
-1.10256,-1.08688,1.81712,1.82867
-1.10279,-1.08702,1.81698,1.82858
-1.10302,-1.08723,1.81684,1.82861
-1.10325,-1.0874,1.8167,1.82867
-1.10347,-1.08757,1.81656,1.82873
-1.1037,-1.08781,1.81642,1.8289
-1.10393,-1.08801,1.81628,1.82905
-1.10416,-1.08824,1.81614,1.82922
-1.10438,-1.08842,1.81601,1.82937
-1.10461,-1.08859,1.81587,1.82952
-1.10484,-1.0888,1.81573,1.82972
-1.10506,-1.08894,1.81559,1.82981
-1.10529,-1.08909,1.81545,1.82995
-1.10552,-1.08923,1.81531,1.83007
-1.10574,-1.08935,1.81516,1.83015
-1.10597,-1.08952,1.81502,1.8303
-1.1062,-1.08967,1.81488,1.83042
-1.10642,-1.08981,1.81474,1.8305
-1.10665,-1.08993,1.8146,1.83056
-1.10687,-1.09007,1.81446,1.83062
-1.1071,-1.09025,1.81432,1.83071
-1.10733,-1.09039,1.81418,1.83074
-1.10755,-1.09048,1.81404,1.83068
-1.10778,-1.09063,1.8139,1.83068
-1.108,-1.09074,1.81375,1.83065
-1.10823,-1.09089,1.81361,1.83065
-1.10845,-1.09101,1.81347,1.83059
-1.10868,-1.09115,1.81333,1.83053
-1.1089,-1.0913,1.81319,1.83047
-1.10913,-1.09147,1.81304,1.83045
-1.10935,-1.09162,1.8129,1.83039
-1.10958,-1.09179,1.81276,1.83033
-1.1098,-1.09194,1.81262,1.83024
-1.11003,-1.09211,1.81247,1.83015
-1.11025,-1.09226,1.81233,1.82998
-1.11047,-1.09249,1.81219,1.82989
-1.1107,-1.09269,1.81204,1.82978
-1.11092,-1.09292,1.8119,1.82963
-1.11115,-1.09319,1.81176,1.82949
-1.11137,-1.09348,1.81161,1.82931
-1.11159,-1.09374,1.81147,1.82914
-1.11182,-1.094,1.81133,1.8289
-1.11204,-1.09426,1.81118,1.82873
-1.11227,-1.09452,1.81104,1.82853
-1.11249,-1.09484,1.81089,1.82826
-1.11271,-1.09516,1.81075,1.82809
-1.11294,-1.09551,1.8106,1.82786
-1.11316,-1.09598,1.81046,1.82774
-1.11338,-1.09635,1.81031,1.8276
-1.1136,-1.09662,1.81017,1.82742
-1.11383,-1.09694,1.81002,1.82733
-1.11405,-1.09723,1.80988,1.82722
-1.11427,-1.09755,1.80973,1.82719
-1.11449,-1.09787,1.80959,1.82713
-1.11472,-1.09819,1.80944,1.82707
-1.11494,-1.09851,1.8093,1.82704
-1.11516,-1.09883,1.80915,1.82699
-1.11538,-1.09915,1.809,1.82696
-1.1156,-1.09947,1.80886,1.8269
-1.11583,-1.09976,1.80871,1.82681
-1.11605,-1.10005,1.80857,1.82672
-1.11627,-1.10034,1.80842,1.82664
-1.11649,-1.10066,1.80827,1.82658
-1.11671,-1.10092,1.80813,1.82652
-1.11693,-1.10124,1.80798,1.82649
-1.11716,-1.10156,1.80783,1.8264
-1.11738,-1.10185,1.80768,1.8264
-1.1176,-1.10214,1.80754,1.82638
-1.11782,-1.10243,1.80739,1.82635
-1.11804,-1.10272,1.80724,1.82635
-1.11826,-1.10301,1.80709,1.82635
-1.11848,-1.10327,1.80695,1.82629
-1.1187,-1.10362,1.8068,1.82632
-1.11892,-1.10391,1.80665,1.82626
-1.11914,-1.1042,1.8065,1.8262
-1.11936,-1.10452,1.80635,1.8262
-1.11958,-1.10473,1.8062,1.82614
-1.1198,-1.10496,1.80606,1.82608
-1.12002,-1.10516,1.80591,1.82603
-1.12024,-1.10537,1.80576,1.82603
-1.12046,-1.1056,1.80561,1.82603
-1.12068,-1.1058,1.80546,1.82603
-1.1209,-1.10604,1.80531,1.82603
-1.12112,-1.10627,1.80516,1.82603
-1.12134,-1.10647,1.80501,1.82606
-1.12156,-1.10668,1.80486,1.82608
-1.12178,-1.10685,1.80471,1.82608
-1.12199,-1.10702,1.80456,1.82608
-1.12221,-1.1072,1.80441,1.82611
-1.12243,-1.1074,1.80426,1.82614
-1.12265,-1.10758,1.80411,1.82617
-1.12287,-1.10775,1.80396,1.8262
-1.12309,-1.10793,1.80381,1.82623
-1.12331,-1.10813,1.80366,1.82629
-1.12352,-1.1083,1.80351,1.82632
-1.12374,-1.10848,1.80336,1.82629
-1.12396,-1.10865,1.80321,1.82629
-1.12418,-1.10883,1.80305,1.82626
-1.12439,-1.109,1.8029,1.82623
-1.12461,-1.10918,1.80275,1.8262
-1.12483,-1.10935,1.8026,1.82614
-1.12505,-1.1095,1.80245,1.82603
-1.12526,-1.10967,1.8023,1.82591
-1.12548,-1.10987,1.80214,1.82579
-1.1257,-1.11005,1.80199,1.82568
-1.12592,-1.11034,1.80184,1.82553
-1.12613,-1.11054,1.80169,1.82536
-1.12635,-1.11078,1.80153,1.82518
-1.12657,-1.1111,1.80138,1.82501
-1.12678,-1.1113,1.80123,1.82478
-1.127,-1.11162,1.80108,1.82466
-1.12722,-1.11194,1.80092,1.82446
-1.12743,-1.11217,1.80077,1.82428
-1.12765,-1.11237,1.80062,1.82405
-1.12786,-1.11258,1.80046,1.82382
-1.12808,-1.11278,1.80031,1.82358
-1.1283,-1.11299,1.80015,1.82326
-1.12851,-1.11322,1.8,1.82294
-1.12873,-1.11342,1.79985,1.82254
-1.12894,-1.11368,1.79969,1.82213
-1.12916,-1.11392,1.79954,1.82164
-1.12937,-1.11415,1.79938,1.82103
-1.12959,-1.11441,1.79923,1.82044
-1.1298,-1.1147,1.79907,1.81983
-1.13002,-1.11493,1.79892,1.81922
-1.13023,-1.11519,1.79876,1.81861
-1.13045,-1.11546,1.79861,1.818
-1.13066,-1.11572,1.79845,1.81739
-1.13088,-1.11601,1.7983,1.81678
-1.13109,-1.1163,1.79814,1.81614
-1.13131,-1.11662,1.79799,1.81565
-1.13152,-1.11694,1.79783,1.81515
-1.13173,-1.11726,1.79768,1.81469
-1.13195,-1.11761,1.79752,1.81425
-1.13216,-1.11793,1.79736,1.81387
-1.13238,-1.11825,1.79721,1.81355
-1.13259,-1.1186,1.79705,1.81326
-1.1328,-1.11892,1.79689,1.813
-1.13302,-1.11924,1.79674,1.81271
-1.13323,-1.11958,1.79658,1.81242
-1.13344,-1.1199,1.79642,1.81198
-1.13366,-1.12022,1.79627,1.81155
-1.13387,-1.12054,1.79611,1.81105
-1.13408,-1.12086,1.79595,1.8105
-1.13429,-1.12115,1.79579,1.80989
-1.13451,-1.12147,1.79564,1.80922
-1.13472,-1.12179,1.79548,1.80849
-1.13493,-1.12209,1.79532,1.80765
-1.13514,-1.12241,1.79516,1.80684
-1.13536,-1.1227,1.795,1.80597
-1.13557,-1.12299,1.79485,1.80503
-1.13578,-1.12328,1.79469,1.80413
-1.13599,-1.12357,1.79453,1.80326
-1.1362,-1.12389,1.79437,1.80239
-1.13642,-1.12421,1.79421,1.80169
-1.13663,-1.1245,1.79405,1.80102
-1.13684,-1.12482,1.79389,1.80047
-1.13705,-1.12517,1.79373,1.80018
-1.13726,-1.12549,1.79358,1.79998
-1.13747,-1.12581,1.79342,1.79992
-1.13768,-1.1261,1.79326,1.79992
-1.1379,-1.12642,1.7931,1.80006
-1.13811,-1.12671,1.79294,1.80021
-1.13832,-1.127,1.79278,1.80041
-1.13853,-1.12723,1.79262,1.8005
-1.13874,-1.12749,1.79246,1.80062
-1.13895,-1.12778,1.7923,1.80079
-1.13916,-1.12802,1.79214,1.80091
-1.13937,-1.12825,1.79197,1.80102
-1.13958,-1.12848,1.79181,1.80108
-1.13979,-1.12871,1.79165,1.80114
-1.14,-1.12895,1.79149,1.80114
-1.14021,-1.12915,1.79133,1.80111
-1.14042,-1.12938,1.79117,1.80111
-1.14063,-1.12959,1.79101,1.80111
-1.14084,-1.12979,1.79085,1.80111
-1.14105,-1.12996,1.79068,1.80114
-1.14126,-1.13014,1.79052,1.80117
-1.14147,-1.13034,1.79036,1.80123
-1.14168,-1.13052,1.7902,1.80134
-1.14188,-1.13066,1.79004,1.80143
-1.14209,-1.13081,1.78987,1.80157
-1.1423,-1.13098,1.78971,1.80175
-1.14251,-1.13113,1.78955,1.80192
-1.14272,-1.13124,1.78939,1.80204
-1.14293,-1.13136,1.78922,1.80219
-1.14314,-1.13151,1.78906,1.80233
-1.14334,-1.13159,1.7889,1.80245
-1.14355,-1.13171,1.78873,1.80256
-1.14376,-1.13177,1.78857,1.80262
-1.14397,-1.13183,1.78841,1.80268
-1.14418,-1.13185,1.78824,1.80274
-1.14438,-1.13185,1.78808,1.80274
-1.14459,-1.13185,1.78792,1.80274
-1.1448,-1.13185,1.78775,1.80274
-1.14501,-1.13185,1.78759,1.80274
-1.14521,-1.13185,1.78742,1.80274
-1.14542,-1.13185,1.78726,1.80274
-1.14563,-1.13185,1.78709,1.80274
-1.14583,-1.13185,1.78693,1.80274
-1.14604,-1.13185,1.78676,1.80274
-1.14625,-1.13185,1.7866,1.80274
-1.14645,-1.13185,1.78643,1.80274
-1.14666,-1.13188,1.78627,1.80277
-1.14687,-1.13191,1.7861,1.8028
-1.14707,-1.13191,1.78594,1.8028
-1.14728,-1.13194,1.78577,1.8028
-1.14749,-1.13203,1.78561,1.80285
-1.14769,-1.13214,1.78544,1.80291
-1.1479,-1.13223,1.78528,1.80297
-1.1481,-1.13232,1.78511,1.80303
-1.14831,-1.13238,1.78494,1.80306
-1.14851,-1.13246,1.78478,1.80306
-1.14872,-1.13252,1.78461,1.80306
-1.14892,-1.13258,1.78444,1.80297
-1.14913,-1.13267,1.78428,1.80291
-1.14933,-1.13276,1.78411,1.80283
-1.14954,-1.13287,1.78394,1.80277
-1.14974,-1.13299,1.78378,1.80271
-1.14995,-1.13308,1.78361,1.80262
-1.15015,-1.13322,1.78344,1.80256
-1.15036,-1.13331,1.78327,1.80245
-1.15056,-1.13345,1.78311,1.80242
-1.15077,-1.13354,1.78294,1.80236
-1.15097,-1.13369,1.78277,1.80236
-1.15117,-1.13383,1.7826,1.80239
-1.15138,-1.13392,1.78243,1.80236
-1.15158,-1.13403,1.78227,1.80236
-1.15179,-1.13412,1.7821,1.80233
-1.15199,-1.13424,1.78193,1.80233
-1.15219,-1.13435,1.78176,1.8023
-1.1524,-1.1345,1.78159,1.80233
-1.1526,-1.13462,1.78142,1.8023
-1.1528,-1.13473,1.78125,1.80224
-1.15301,-1.13485,1.78108,1.80221
-1.15321,-1.13497,1.78091,1.80219
-1.15341,-1.13511,1.78074,1.80216
-1.15362,-1.13523,1.78057,1.8021
-1.15382,-1.13534,1.7804,1.8021
-1.15402,-1.13549,1.78023,1.80204
-1.15422,-1.13563,1.78006,1.80201
-1.15443,-1.13581,1.77989,1.80201
-1.15463,-1.13595,1.77972,1.80195
-1.15483,-1.13619,1.77955,1.80198
-1.15503,-1.13636,1.77938,1.80189
-1.15523,-1.13651,1.77921,1.80181
-1.15544,-1.13671,1.77904,1.80169
-1.15564,-1.13685,1.77887,1.80157
-1.15584,-1.13706,1.7787,1.80149
-1.15604,-1.13726,1.77853,1.80134
-1.15624,-1.13749,1.77836,1.8012
-1.15644,-1.13773,1.77819,1.80111
-1.15664,-1.13799,1.77801,1.80094
-1.15684,-1.13819,1.77784,1.80073
-1.15705,-1.13845,1.77767,1.80059
-1.15725,-1.13869,1.7775,1.80044
-1.15745,-1.13895,1.77733,1.80027
