angle_1,angle_1_t,d_angle_1_t,angle_2,angle_2_t,d_angle_2_t
-1.19111,-1.14258,-0.0816112,1.72989,1.74206,-0.0856123
-1.19129,-1.14273,-0.0818918,1.7297,1.74136,-0.0854263
-1.19147,-1.14287,-0.0805592,1.72951,1.74072,-0.085183
-1.19165,-1.14305,-0.0808924,1.72932,1.74011,-0.0849684
-1.19184,-1.14319,-0.0812089,1.72913,1.73959,-0.0847804
-1.19202,-1.14334,-0.0810734,1.72894,1.73915,-0.0845951
-1.1922,-1.14348,-0.0809447,1.72876,1.7388,-0.0844126
-1.19238,-1.14363,-0.0808225,1.72857,1.73851,-0.0842331
-1.19257,-1.14377,-0.0811425,1.72838,1.73831,-0.0840785
-1.19275,-1.14395,-0.0801381,1.72819,1.73819,-0.0838815
-1.19293,-1.14409,-0.0804923,1.728,1.73808,-0.0837121
-1.19311,-1.14427,-0.0815557,1.72781,1.73808,-0.0836042
-1.19329,-1.14444,-0.081839,1.72762,1.73814,-0.083516
-1.19348,-1.14462,-0.0821082,1.72743,1.73825,-0.0834456
-1.19366,-1.14476,-0.0823639,1.72724,1.73837,-0.0833915
-1.19384,-1.14494,-0.0817346,1.72705,1.73854,-0.0833087
-1.19402,-1.14511,-0.0822997,1.72686,1.73872,-0.0832582
-1.1942,-1.14529,-0.0832727,1.72667,1.73889,-0.0832589
-1.19438,-1.14546,-0.0834702,1.72648,1.73907,-0.0832695
-1.19456,-1.14563,-0.0843846,1.72629,1.73924,-0.0833253
-1.19474,-1.14584,-0.0848172,1.7261,1.73941,-0.0833999
-1.19492,-1.14601,-0.0856643,1.72591,1.73956,-0.0835131
-1.1951,-1.14619,-0.086033,1.72572,1.73971,-0.0836391
-1.19529,-1.14636,-0.0863832,1.72553,1.73982,-0.0837763
-1.19547,-1.14654,-0.0875881,1.72534,1.73994,-0.0839669
-1.19565,-1.14674,-0.0878605,1.72514,1.74005,-0.0841616
-1.19583,-1.14691,-0.0889916,1.72495,1.74014,-0.0844031
-1.19601,-1.14709,-0.0900661,1.72476,1.74023,-0.0846862
-1.19619,-1.14726,-0.0910868,1.72457,1.74029,-0.0850062
-1.19637,-1.1475,-0.0916205,1.72438,1.74037,-0.0853369
-1.19655,-1.1477,-0.0929996,1.72419,1.74043,-0.0857201
-1.19672,-1.1479,-0.0943098,1.72399,1.74046,-0.0861496
-1.1969,-1.14814,-0.0955545,1.7238,1.74049,-0.0866198
-1.19708,-1.14834,-0.0970277,1.72361,1.74049,-0.0871402
-1.19726,-1.14854,-0.0981365,1.72342,1.74049,-0.08769
-1.19744,-1.1488,-0.0978816,1.72322,1.74049,-0.0881996
-1.19762,-1.14901,-0.0996745,1.72303,1.74046,-0.0887733
-1.1978,-1.14924,-0.100651,1.72284,1.74043,-0.0893672
-1.19798,-1.14947,-0.101579,1.72265,1.74037,-0.0899778
-1.19816,-1.14973,-0.102024,1.72245,1.74035,-0.0905801
-1.19834,-1.14997,-0.104482,1.72226,1.74029,-0.0912752
-1.19851,-1.15023,-0.105509,1.72207,1.74023,-0.0919869
-1.19869,-1.15049,-0.106484,1.72187,1.74017,-0.0927117
-1.19887,-1.15075,-0.108283,1.72168,1.74014,-0.0934903
-1.19905,-1.15098,-0.10912,1.72148,1.74008,-0.0942718
-1.19923,-1.15128,-0.111223,1.72129,1.74003,-0.0951193
-1.19941,-1.15154,-0.111622,1.7211,1.74,-0.0959445
-1.19958,-1.15177,-0.112728,1.7209,1.73991,-0.0967837
-1.19976,-1.152,-0.113779,1.72071,1.73988,-0.0976334
-1.19994,-1.15223,-0.115213,1.72051,1.73979,-0.0985124
-1.20012,-1.15253,-0.116139,1.72032,1.73976,-0.0993937
-1.20029,-1.15279,-0.117456,1.72013,1.73965,-0.100297
-1.20047,-1.15305,-0.117834,1.71993,1.73953,-0.101174
-1.20065,-1.15334,-0.119501,1.71974,1.73939,-0.10209
-1.20082,-1.1536,-0.119777,1.71954,1.73924,-0.102974
-1.201,-1.15386,-0.120039,1.71935,1.73904,-0.103828
-1.20118,-1.15412,-0.12116,1.71915,1.73889,-0.104694
-1.20135,-1.15439,-0.120626,1.71895,1.73863,-0.105491
-1.20153,-1.15462,-0.121282,1.71876,1.73837,-0.10628
-1.20171,-1.15488,-0.121178,1.71856,1.73808,-0.107025
-1.20188,-1.15511,-0.122679,1.71837,1.7377,-0.107808
-1.20206,-1.15537,-0.122505,1.71817,1.73735,-0.108543
-1.20224,-1.15564,-0.123503,1.71798,1.73689,-0.109291
-1.20241,-1.15587,-0.123288,1.71778,1.73636,-0.109991
-1.20259,-1.1561,-0.122647,1.71758,1.73578,-0.110624
-1.20276,-1.15633,-0.122766,1.71739,1.73517,-0.111231
-1.20294,-1.15657,-0.122152,1.71719,1.73444,-0.111777
-1.20312,-1.15677,-0.121568,1.71699,1.73375,-0.112266
-1.20329,-1.157,-0.121741,1.7168,1.73302,-0.11274
-1.20347,-1.15724,-0.120306,1.7166,1.73226,-0.113118
-1.20364,-1.15744,-0.12025,1.7164,1.73151,-0.113475
-1.20382,-1.15764,-0.119762,1.7162,1.73075,-0.113789
-1.20399,-1.15787,-0.118862,1.71601,1.72999,-0.114043
-1.20417,-1.15808,-0.118007,1.71581,1.72936,-0.114241
-1.20434,-1.15834,-0.117631,1.71561,1.7288,-0.114411
-1.20452,-1.15854,-0.117273,1.71541,1.72834,-0.114554
-1.20469,-1.15875,-0.116933,1.71522,1.72793,-0.114673
-1.20486,-1.15898,-0.117338,1.71502,1.7277,-0.114806
-1.20504,-1.15921,-0.116123,1.71482,1.72761,-0.114872
-1.20521,-1.15942,-0.114968,1.71462,1.72764,-0.114877
-1.20539,-1.15962,-0.114744,1.71442,1.72779,-0.11487
-1.20556,-1.15985,-0.114095,1.71423,1.72802,-0.114831
-1.20574,-1.16003,-0.113914,1.71403,1.72822,-0.114785
-1.20591,-1.16023,-0.11258,1.71383,1.72845,-0.114675
-1.20608,-1.1604,-0.111602,1.71363,1.72863,-0.114521
-1.20626,-1.16058,-0.11111,1.71343,1.7288,-0.114351
-1.20643,-1.16078,-0.110207,1.71323,1.72901,-0.114144
-1.2066,-1.16096,-0.108185,1.71303,1.72918,-0.113846
-1.20678,-1.16116,-0.107428,1.71283,1.72938,-0.113525
-1.20695,-1.16133,-0.105981,1.71263,1.72956,-0.113148
-1.20712,-1.16151,-0.105334,1.71243,1.72973,-0.112757
-1.2073,-1.16168,-0.10312,1.71223,1.72991,-0.112275
-1.20747,-1.16186,-0.101889,1.71203,1.73005,-0.111756
-1.20764,-1.16203,-0.101156,1.71183,1.7302,-0.111226
-1.20781,-1.16221,-0.100459,1.71163,1.73034,-0.110688
-1.20799,-1.16238,-0.0993612,1.71143,1.73049,-0.110121
-1.20816,-1.16253,-0.099045,1.71123,1.73058,-0.109567
-1.20833,-1.16267,-0.0975817,1.71103,1.73066,-0.108968
-1.2085,-1.16285,-0.0957554,1.71083,1.73078,-0.108307
-1.20867,-1.16299,-0.0944565,1.71063,1.73084,-0.107615
-1.20885,-1.16314,-0.0932225,1.71043,1.7309,-0.106895
-1.20902,-1.16331,-0.0908873,1.71023,1.73098,-0.106095
-1.20919,-1.16346,-0.090268,1.71003,1.73098,-0.105304
-1.20936,-1.1636,-0.0901157,1.70983,1.73101,-0.104544
-1.20953,-1.16375,-0.0886627,1.70962,1.73098,-0.10375
-1.2097,-1.16389,-0.0877184,1.70942,1.73095,-0.102949
-1.20987,-1.16407,-0.0863853,1.70922,1.73093,-0.10212
-1.21005,-1.16421,-0.085991,1.70902,1.73081,-0.101314
-1.21022,-1.16436,-0.0856165,1.70882,1.73072,-0.100529
-1.21039,-1.16453,-0.0852606,1.70861,1.73058,-0.0997656
-1.21056,-1.16468,-0.0844865,1.70841,1.7304,-0.0990016
-1.21073,-1.16482,-0.0846233,1.70821,1.7302,-0.0982827
-1.2109,-1.16497,-0.0847532,1.70801,1.72994,-0.0976062
-1.21107,-1.16514,-0.0848767,1.7078,1.72965,-0.0969698
-1.21124,-1.16532,-0.084994,1.7076,1.72936,-0.096371
-1.21141,-1.16546,-0.0851054,1.7074,1.72898,-0.0958077
-1.21158,-1.16564,-0.0852112,1.7072,1.72863,-0.0952779
-1.21175,-1.16578,-0.0848757,1.70699,1.72819,-0.0947578
-1.21192,-1.16593,-0.0852837,1.70679,1.72779,-0.0942841
-1.21209,-1.1661,-0.0853807,1.70659,1.72738,-0.0938389
-1.21226,-1.16628,-0.0841644,1.70638,1.72697,-0.0933552
-1.21243,-1.16642,-0.0843173,1.70618,1.72653,-0.0929033
-1.2126,-1.1666,-0.0844625,1.70598,1.72613,-0.0924812
-1.21277,-1.16677,-0.0830014,1.70577,1.72572,-0.0920072
-1.21294,-1.16692,-0.0832125,1.70557,1.72531,-0.0915675
-1.21311,-1.16709,-0.083413,1.70536,1.72491,-0.0911598
-1.21327,-1.16727,-0.0831673,1.70516,1.72447,-0.0907602
-1.21344,-1.16741,-0.0836608,1.70495,1.72398,-0.0904052
-1.21361,-1.16753,-0.0818037,1.70475,1.72351,-0.0899751
-1.21378,-1.16773,-0.0816385,1.70454,1.72305,-0.0895583
-1.21395,-1.16791,-0.0822084,1.70434,1.72249,-0.0891908
-1.21412,-1.16805,-0.0824591,1.70414,1.72191,-0.0888542
-1.21429,-1.16823,-0.0826973,1.70393,1.72136,-0.0885464
-1.21445,-1.16837,-0.0816152,1.70372,1.72069,-0.0881998
-1.21462,-1.16855,-0.0814594,1.70352,1.72008,-0.0878628
-1.21479,-1.16869,-0.0804392,1.70331,1.71938,-0.0874916
-1.21496,-1.16886,-0.0794701,1.70311,1.71871,-0.0870905
-1.21512,-1.16901,-0.0798577,1.7029,1.71802,-0.0867289
-1.21529,-1.16916,-0.0802259,1.7027,1.71729,-0.0864037
-1.21546,-1.1693,-0.0785405,1.70249,1.71659,-0.0860106
-1.21563,-1.16945,-0.0789746,1.70228,1.71592,-0.0856588
-1.21579,-1.16959,-0.0785148,1.70208,1.71528,-0.0853016
-1.21596,-1.16974,-0.0789501,1.70187,1.71473,-0.084984
-1.21613,-1.16991,-0.0789276,1.70167,1.71424,-0.0846812
-1.2163,-1.17006,-0.0793424,1.70146,1.71374,-0.0844142
-1.21646,-1.1702,-0.0800271,1.70125,1.71339,-0.0841949
-1.21663,-1.17035,-0.0787878,1.70104,1.7131,-0.0839245
-1.21679,-1.17052,-0.0792095,1.70084,1.71293,-0.0836888
-1.21696,-1.17067,-0.079174,1.70063,1.71281,-0.083463
-1.21713,-1.17081,-0.0779774,1.70042,1.71278,-0.0831888
-1.21729,-1.17096,-0.0771313,1.70022,1.71284,-0.0828859
-1.21746,-1.17113,-0.0776358,1.70001,1.71296,-0.0826234
-1.21763,-1.17125,-0.077679,1.6998,1.71307,-0.0823762
-1.21779,-1.17142,-0.0781562,1.69959,1.71325,-0.0821652
-1.21796,-1.17163,-0.0786095,1.69939,1.71345,-0.0819874
-1.21812,-1.17177,-0.0777318,1.69918,1.7136,-0.0817746
-1.21829,-1.17195,-0.0782063,1.69897,1.71377,-0.0815962
-1.21845,-1.17212,-0.0773488,1.69876,1.71395,-0.0813838
-1.21862,-1.1723,-0.0774063,1.69855,1.71409,-0.0811849
-1.21878,-1.1725,-0.078624,1.69834,1.71429,-0.0810569
-1.21895,-1.17267,-0.0797807,1.69813,1.71441,-0.0809931
-1.21911,-1.17288,-0.0820426,1.69793,1.71456,-0.0810456
-1.21928,-1.17311,-0.0825924,1.69772,1.71473,-0.0811229
-1.21944,-1.17331,-0.0839868,1.69751,1.71485,-0.0812661
-1.21961,-1.17352,-0.0848754,1.6973,1.71496,-0.0814466
-1.21977,-1.17375,-0.0861557,1.69709,1.71505,-0.081682
-1.21994,-1.17395,-0.0878081,1.69688,1.71511,-0.0819883
-1.2201,-1.17421,-0.0880696,1.69667,1.71523,-0.0822924
-1.22027,-1.17445,-0.0891902,1.69646,1.71531,-0.0826373
-1.22043,-1.17468,-0.0906909,1.69625,1.71543,-0.08304
-1.22059,-1.17494,-0.0924072,1.69604,1.71552,-0.0835083
-1.22076,-1.1752,-0.0940378,1.69583,1.71563,-0.0840348
-1.22092,-1.17544,-0.0971859,1.69562,1.71572,-0.0846924
-1.22108,-1.17573,-0.0982868,1.69541,1.71584,-0.0853721
-1.22125,-1.17599,-0.0996234,1.6952,1.71595,-0.0860846
-1.22141,-1.17625,-0.101329,1.69499,1.71598,-0.0868469
-1.22157,-1.17654,-0.10295,1.69478,1.7161,-0.087652
-1.22174,-1.17683,-0.105362,1.69457,1.71618,-0.0885375
-1.2219,-1.17712,-0.107217,1.69436,1.71624,-0.0894715
-1.22206,-1.17738,-0.108107,1.69414,1.71624,-0.0904032
-1.22223,-1.17767,-0.109825,1.69393,1.71627,-0.0913743
-1.22239,-1.17799,-0.111456,1.69372,1.71633,-0.0923784
-1.22255,-1.17828,-0.113734,1.69351,1.71633,-0.0934462
-1.22271,-1.1786,-0.115897,1.6933,1.71633,-0.0945687
-1.22288,-1.1789,-0.117225,1.69309,1.71627,-0.0957015
-1.22304,-1.17919,-0.11965,1.69288,1.71616,-0.096899
-1.2232,-1.17951,-0.121227,1.69266,1.71607,-0.0981154
-1.22336,-1.1798,-0.122289,1.69245,1.71589,-0.099324
-1.22352,-1.18012,-0.123297,1.69224,1.71569,-0.100523
-1.22369,-1.18041,-0.124256,1.69203,1.7154,-0.101709
-1.22385,-1.1807,-0.125602,1.69181,1.71511,-0.102904
-1.22401,-1.18099,-0.125573,1.6916,1.71476,-0.104037
-1.22417,-1.18125,-0.126417,1.69139,1.71435,-0.105156
-1.22433,-1.18154,-0.126348,1.69117,1.71395,-0.106216
-1.22449,-1.18183,-0.127153,1.69096,1.71348,-0.107263
-1.22465,-1.18209,-0.127047,1.69075,1.71296,-0.108252
-1.22481,-1.18236,-0.126945,1.69054,1.71238,-0.109187
-1.22498,-1.18262,-0.126849,1.69032,1.71177,-0.11007
-1.22514,-1.18288,-0.127193,1.69011,1.7111,-0.110926
-1.2253,-1.18311,-0.126358,1.68989,1.71031,-0.111698
-1.22546,-1.18334,-0.125564,1.68968,1.70947,-0.112391
-1.22562,-1.18361,-0.125537,1.68947,1.70863,-0.113048
-1.22578,-1.18381,-0.124784,1.68925,1.70767,-0.113635
-1.22594,-1.18401,-0.122906,1.68904,1.70668,-0.114099
-1.2261,-1.18425,-0.120686,1.68882,1.70569,-0.114428
-1.22626,-1.18442,-0.119303,1.68861,1.70467,-0.114672
-1.22642,-1.18459,-0.118862,1.68839,1.70374,-0.114881
-1.22658,-1.1848,-0.11728,1.68818,1.7029,-0.115001
-1.22674,-1.18494,-0.114469,1.68796,1.70214,-0.114974
-1.2269,-1.18512,-0.113397,1.68775,1.7015,-0.114896
-1.22706,-1.18526,-0.112089,1.68753,1.70098,-0.114755
-1.22722,-1.18541,-0.109537,1.68732,1.7006,-0.114494
-1.22737,-1.18552,-0.107549,1.6871,1.70034,-0.114147
-1.22753,-1.18564,-0.10566,1.68689,1.70022,-0.113723
-1.22769,-1.18576,-0.104302,1.68667,1.70022,-0.113252
-1.22785,-1.18587,-0.100541,1.68646,1.70031,-0.112616
-1.22801,-1.18596,-0.0985667,1.68624,1.7004,-0.111914
-1.22817,-1.18605,-0.0964004,1.68603,1.70048,-0.111138
-1.22833,-1.18613,-0.0923072,1.68581,1.7006,-0.110196
-1.22848,-1.18622,-0.0900178,1.68559,1.70069,-0.109188
-1.22864,-1.18628,-0.0878428,1.68538,1.70075,-0.10812
-1.2288,-1.18637,-0.0862127,1.68516,1.70083,-0.107025
-1.22896,-1.18643,-0.0846641,1.68494,1.70089,-0.105907
-1.22912,-1.18648,-0.0804309,1.68473,1.70095,-0.104633
-1.22927,-1.18654,-0.0764093,1.68451,1.70101,-0.103222
-1.22943,-1.1866,-0.0749148,1.68429,1.70104,-0.101807
-1.22959,-1.18669,-0.0739311,1.68407,1.70112,-0.100413
-1.22975,-1.18675,-0.0716883,1.68386,1.70112,-0.0989766
-1.2299,-1.1868,-0.0683946,1.68364,1.70115,-0.0974475
-1.23006,-1.18686,-0.0668647,1.68342,1.70112,-0.0959183
-1.23022,-1.18692,-0.0649751,1.6832,1.70107,-0.0943712
-1.23038,-1.18701,-0.0617264,1.68299,1.70107,-0.0927389
-1.23053,-1.18707,-0.0614021,1.68277,1.70101,-0.0911721
-1.23069,-1.18715,-0.0597857,1.68255,1.70095,-0.0896028
-1.23085,-1.18721,-0.0586862,1.68233,1.70086,-0.0880569
-1.231,-1.18733,-0.0576417,1.68211,1.7008,-0.0865362
-1.23116,-1.18739,-0.0570856,1.6819,1.70069,-0.0850636
-1.23131,-1.1875,-0.054522,1.68168,1.70063,-0.0835366
-1.23147,-1.18759,-0.0552848,1.68146,1.70054,-0.082124
-1.23163,-1.1877,-0.0539743,1.68124,1.70048,-0.0807165
-1.23178,-1.18785,-0.0540376,1.68102,1.70043,-0.0793825
-1.23194,-1.18797,-0.0536616,1.6808,1.70031,-0.0780965
-1.23209,-1.18808,-0.0540313,1.68058,1.70022,-0.0768932
-1.23225,-1.18823,-0.0548187,1.68036,1.70011,-0.0757895
-1.2324,-1.18834,-0.0551305,1.68014,1.69996,-0.0747566
-1.23256,-1.18849,-0.0567351,1.67992,1.69982,-0.0738555
-1.23272,-1.18864,-0.0566604,1.6797,1.6997,-0.0729957
-1.23287,-1.18878,-0.0577524,1.67948,1.69953,-0.0722336
-1.23303,-1.18895,-0.0587897,1.67926,1.69941,-0.0715614
-1.23318,-1.1891,-0.0593391,1.67904,1.69921,-0.0709503
-1.23333,-1.18922,-0.0591342,1.67882,1.699,-0.0703595
-1.23349,-1.18936,-0.0605386,1.6786,1.6988,-0.0698684
-1.23364,-1.18954,-0.0605645,1.67838,1.69859,-0.0694032
-1.2338,-1.18971,-0.060589,1.67816,1.69836,-0.0689625
-1.23395,-1.18986,-0.0614846,1.67794,1.6981,-0.0685886
-1.23411,-1.19,-0.0618992,1.67772,1.69778,-0.0682541
-1.23426,-1.19015,-0.0627293,1.6775,1.69746,-0.0679779
-1.23441,-1.19032,-0.0635178,1.67728,1.69711,-0.0677549
-1.23457,-1.19044,-0.0626678,1.67706,1.69665,-0.0675005
-1.23472,-1.19061,-0.0625872,1.67683,1.69615,-0.0672549
-1.23488,-1.19076,-0.0622199,1.67661,1.69563,-0.0670031
-1.23503,-1.1909,-0.06347,1.67639,1.69508,-0.0668265
-1.23518,-1.19102,-0.0642215,1.67617,1.69447,-0.0666962
-1.23534,-1.19114,-0.0629003,1.67595,1.69383,-0.0665064
-1.23549,-1.19128,-0.0620812,1.67572,1.69313,-0.0662852
-1.23564,-1.19137,-0.0620299,1.6755,1.6924,-0.0660724
-1.23579,-1.19148,-0.0616904,1.67528,1.69168,-0.0658533
-1.23595,-1.1916,-0.0620948,1.67506,1.69095,-0.0656654
-1.2361,-1.19172,-0.0624789,1.67484,1.69016,-0.0655061
-1.23625,-1.1918,-0.062117,1.67461,1.68938,-0.0653366
-1.23641,-1.19192,-0.059738,1.67439,1.68859,-0.0650567
-1.23656,-1.19201,-0.0582048,1.67417,1.68778,-0.0647141
-1.23671,-1.1921,-0.0580566,1.67394,1.68699,-0.0643812
-1.23686,-1.19218,-0.0579158,1.67372,1.68624,-0.0640579
-1.23701,-1.19224,-0.0577821,1.6735,1.68548,-0.0637442
-1.23717,-1.19233,-0.0572189,1.67327,1.68481,-0.0634179
-1.23732,-1.19239,-0.0574107,1.67305,1.6842,-0.0631175
-1.23747,-1.19244,-0.057593,1.67283,1.68368,-0.0628413
-1.23762,-1.1925,-0.0547133,1.6726,1.68327,-0.0624349
-1.23777,-1.19256,-0.0519777,1.67238,1.68298,-0.061912
-1.23792,-1.19262,-0.0524316,1.67215,1.68281,-0.061438
-1.23807,-1.19268,-0.04981,1.67193,1.68275,-0.0608566
-1.23823,-1.19271,-0.0496454,1.6717,1.68272,-0.0602961
-1.23838,-1.19273,-0.0486168,1.67148,1.68275,-0.0597121
-1.23853,-1.19282,-0.046186,1.67126,1.68287,-0.0590358
-1.23868,-1.19285,-0.0462026,1.67103,1.68292,-0.0583941
-1.23883,-1.19288,-0.0450555,1.67081,1.68295,-0.0577272
-1.23898,-1.19291,-0.0458555,1.67058,1.68298,-0.0571336
-1.23913,-1.19294,-0.0450164,1.67036,1.68301,-0.0565278
-1.23928,-1.19297,-0.0442193,1.67013,1.68304,-0.0559123
-1.23943,-1.193,-0.043462,1.6699,1.68307,-0.0552898
-1.23958,-1.19303,-0.0412889,1.66968,1.6831,-0.0545898
-1.23973,-1.19305,-0.0392245,1.66945,1.68313,-0.0538215
-1.23988,-1.19308,-0.0384262,1.66923,1.68316,-0.0530517
-1.24003,-1.19311,-0.0365049,1.669,1.68319,-0.0522244
-1.24018,-1.1932,-0.0349704,1.66878,1.68327,-0.0513617
-1.24033,-1.19323,-0.0362747,1.66855,1.6833,-0.0506073
-1.24048,-1.19326,-0.0344609,1.66832,1.68327,-0.0498
-1.24063,-1.19332,-0.0357907,1.6681,1.68333,-0.0490996
-1.24077,-1.19337,-0.0340011,1.66787,1.68336,-0.0483446
-1.24092,-1.1934,-0.0337548,1.66764,1.68336,-0.0476151
-1.24107,-1.19343,-0.034393,1.66742,1.68333,-0.046954
-1.24122,-1.19352,-0.032964,1.66719,1.68336,-0.0462545
-1.24137,-1.19358,-0.0332057,1.66696,1.68333,-0.0456021
-1.24152,-1.19364,-0.0329991,1.66673,1.68327,-0.0449719
-1.24167,-1.19369,-0.0316399,1.66651,1.68324,-0.0443053
-1.24182,-1.19378,-0.0339829,1.66628,1.68324,-0.0437892
-1.24196,-1.19387,-0.0334467,1.66605,1.68319,-0.0432721
-1.24211,-1.19393,-0.0348271,1.66582,1.68313,-0.0428498
-1.24226,-1.19401,-0.0342487,1.6656,1.68313,-0.0424198
-1.24241,-1.1941,-0.0352983,1.66537,1.68307,-0.0420637
-1.24255,-1.19419,-0.0362955,1.66514,1.68304,-0.0417753
-1.2427,-1.19428,-0.0375335,1.66491,1.68301,-0.0415632
-1.24285,-1.19439,-0.0384188,1.66468,1.68301,-0.041406
-1.243,-1.19448,-0.0379516,1.66445,1.68301,-0.0412333
-1.24314,-1.1946,-0.0391068,1.66423,1.68304,-0.0411269
-1.24329,-1.19471,-0.0399135,1.664,1.68304,-0.0410663
-1.24344,-1.19483,-0.0414067,1.66377,1.68307,-0.0410833
-1.24359,-1.19494,-0.0423891,1.66354,1.6831,-0.0411486
-1.24373,-1.19509,-0.0441947,1.66331,1.68316,-0.0413009
-1.24388,-1.19521,-0.04591,1.66308,1.68321,-0.0415313
-1.24402,-1.19532,-0.0471033,1.66285,1.68324,-0.0418099
-1.24417,-1.19547,-0.0475102,1.66262,1.6833,-0.042095
-1.24432,-1.19558,-0.0478967,1.66239,1.68336,-0.042385
-1.24446,-1.19573,-0.0494269,1.66216,1.68345,-0.0427371
-1.24461,-1.19587,-0.0516074,1.66193,1.68353,-0.0431807
-1.24476,-1.19602,-0.052952,1.6617,1.68359,-0.0436692
-1.2449,-1.19617,-0.0542294,1.66147,1.68368,-0.0441972
-1.24505,-1.19631,-0.0550069,1.66124,1.68371,-0.0447377
-1.24519,-1.19646,-0.0550185,1.66101,1.6838,-0.0452518
-1.24534,-1.1966,-0.0553204,1.66078,1.68385,-0.0457552
-1.24548,-1.19675,-0.0553164,1.66055,1.68391,-0.0462332
-1.24563,-1.19689,-0.0569117,1.66032,1.68394,-0.0467672
-1.24577,-1.19704,-0.057555,1.66009,1.684,-0.0473066
-1.24592,-1.19715,-0.0574393,1.65986,1.684,-0.0478132
-1.24606,-1.1973,-0.0580562,1.65962,1.68403,-0.0483254
-1.24621,-1.19744,-0.0586423,1.65939,1.68406,-0.0488412
-1.24635,-1.19756,-0.0596352,1.65916,1.68403,-0.0493809
-1.2465,-1.19771,-0.0605784,1.65893,1.68406,-0.0499408
-1.24664,-1.19785,-0.0603115,1.6587,1.68406,-0.0504593
-1.24679,-1.19797,-0.0587497,1.65847,1.68403,-0.0508738
-1.24693,-1.19808,-0.0597372,1.65823,1.684,-0.051317
-1.24707,-1.1982,-0.0606753,1.658,1.68391,-0.0517849
-1.24722,-1.19832,-0.0595314,1.65777,1.68385,-0.0521722
-1.24736,-1.19843,-0.0593168,1.65754,1.68377,-0.0525295
-1.24751,-1.19855,-0.0586769,1.6573,1.68368,-0.0528368
-1.24765,-1.19867,-0.0576329,1.65707,1.68359,-0.0530766
-1.24779,-1.19878,-0.0586762,1.65684,1.68348,-0.0533566
-1.24794,-1.1989,-0.0571961,1.65661,1.68336,-0.0535486
-1.24808,-1.19901,-0.0573891,1.65637,1.68319,-0.0537406
-1.24822,-1.1991,-0.0564095,1.65614,1.68304,-0.0538741
-1.24837,-1.19922,-0.0566418,1.65591,1.68287,-0.0540125
-1.24851,-1.19933,-0.0561356,1.65567,1.68269,-0.0541186
-1.24865,-1.19945,-0.0572538,1.65544,1.68249,-0.0542754
-1.24879,-1.19957,-0.0567171,1.65521,1.68228,-0.0543975
-1.24894,-1.19968,-0.0573701,1.65497,1.68208,-0.0545461
-1.24908,-1.1998,-0.0559553,1.65474,1.68185,-0.0546165
-1.24922,-1.19992,-0.0554835,1.6545,1.68159,-0.0546599
-1.24936,-1.20003,-0.0557621,1.65427,1.6813,-0.054715
-1.24951,-1.20018,-0.0552999,1.65404,1.68106,-0.0547442
-1.24965,-1.20029,-0.0544247,1.6538,1.68074,-0.0547283
-1.24979,-1.20044,-0.0560646,1.65357,1.68045,-0.0547951
-1.24993,-1.20056,-0.0563141,1.65333,1.68007,-0.054871
-1.25007,-1.20073,-0.0565512,1.6531,1.6797,-0.054955
-1.25021,-1.20088,-0.0567764,1.65286,1.67923,-0.0550461
-1.25036,-1.20105,-0.0582987,1.65263,1.67874,-0.0552087
-1.2505,-1.20122,-0.0597449,1.65239,1.67818,-0.0554356
-1.25064,-1.2014,-0.0614095,1.65216,1.67749,-0.0557342
-1.25078,-1.2016,-0.0627001,1.65192,1.67673,-0.0560825
-1.25092,-1.20178,-0.0650892,1.65168,1.67589,-0.0565329
-1.25106,-1.20198,-0.0664866,1.65145,1.67499,-0.0570306
-1.2512,-1.20221,-0.0682502,1.65121,1.67397,-0.0575915
-1.25134,-1.20242,-0.0703618,1.65098,1.67295,-0.0582301
-1.25148,-1.20262,-0.0723678,1.65074,1.6719,-0.0589369
-1.25162,-1.20282,-0.0747096,1.6505,1.67089,-0.0597256
-1.25176,-1.20306,-0.0764982,1.65027,1.66993,-0.0605642
-1.2519,-1.20329,-0.0781973,1.65003,1.66903,-0.0614459
-1.25204,-1.20352,-0.0802476,1.64979,1.66824,-0.0623859
-1.25218,-1.20375,-0.0821955,1.64956,1.66757,-0.0633764
-1.25232,-1.20402,-0.0836098,1.64932,1.66708,-0.0643881
-1.25246,-1.20425,-0.0853895,1.64908,1.6667,-0.0654382
-1.2526,-1.20448,-0.0866441,1.64885,1.66647,-0.0664985
-1.25274,-1.20471,-0.0885628,1.64861,1.66638,-0.0676017
-1.25288,-1.20497,-0.0903856,1.64837,1.66641,-0.0687409
-1.25302,-1.20521,-0.0918265,1.64813,1.66656,-0.0698951
-1.25316,-1.20547,-0.0927592,1.6479,1.66679,-0.0710383
-1.2533,-1.2057,-0.0943722,1.64766,1.66702,-0.072205
-1.25344,-1.20596,-0.0959045,1.64742,1.66728,-0.07339
-1.25358,-1.2062,-0.0973602,1.64718,1.66754,-0.0745885
-1.25371,-1.20646,-0.0980163,1.64694,1.66781,-0.0757599
-1.25385,-1.20669,-0.0998025,1.64671,1.66804,-0.076962
-1.25399,-1.20695,-0.100773,1.64647,1.6683,-0.0781526
-1.25413,-1.20718,-0.101694,1.64623,1.66853,-0.0793296
-1.25427,-1.20742,-0.10286,1.64599,1.66876,-0.0805062
-1.2544,-1.20762,-0.103241,1.64575,1.66897,-0.0816429
